Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin_cultivo
13105102250880019,13,10,51,2,25088,19,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.63,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,62.1905481851055,1,1.0,,1,73,3,7,0,0,0,1.63,1,2,4,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3,1,507,1,,1,1.0,2.0,20.0,6.0,0.3,0.3,0.1,0.1,3.0,2.0,35.0,100.0,19.0,3.0,,,,,,,2.0,,,,,,,,0,0,5,1,0.3,100.0,,,,,,1,0,,,,,,,1,,,20.0,1.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,0.3,0.3,2.0,1.0,507.0,,507.0,,2.0,,4.0,0.0909090909090909,0.2,0.2,,,0.2,,,,0.3,,,,,,0.3,0.3,,1,49.438318318253
12095002054210001,12,9,50,2,5421,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.51,3,1.0,2.0,3.0,1.0,2.0,,,,,,,,2.0,,4,62.226680245309495,1,1.0,,0,74,3,1,1,0,0,6.51,1,5,4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,2,1,507,1,,1,3.0,1.0,20.0,4.0,2.5,2.5,2.5,2.5,,20.0,37.0,220.0,19.0,2.0,,,,,,,15.0,,,,5.0,,,,0,0,6,1,2.5,100.0,,,,,,1,0,,,,,,,1,100.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,5.0,2.0,5.0,5.0,,,,,,,,,1,2.5,2.5,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.0,0.0,,,,,,,,,,2.5,,,,2.5,2.5,2.5,1,67.8236480905597
12025002134520006,12,2,50,2,13452,6,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.52,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,62.2893783720918,1,1.0,,0,86,3,7,1,0,0,2.52,1,3,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,1.0,20.0,4.0,2.0,2.0,2.0,2.0,,80.0,37.0,220.0,19.0,6.0,80.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,400.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,3.0,,,,2.0,5.0,3.0,,,,,,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,8.0,0.0,,,,,,,,2.0,,,,,8.0,2.0,2.0,2.0,1,59.824913639491704
9065202063020005,9,6,52,2,6302,5,0,,,,,,,,,,,,,,,,3.528,21,21.0,,1.0,1.0,,,,,20.0,20.0,,,2.0,,4,62.36307791169829,0,,5.0,1,55,4,2,0,0,0,5.0,2,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,8.0,20.0,12.0,5.0,3.528,5.0,3.528,,150.0,37.0,220.0,19.0,6.0,150.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,3.528,100.0,,,,,,1,0,,,,,,,1,2000.0,2.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,10.0,,1,5.0,3.528,8.0,1.0,507.0,,507.0,,2.0,,4.0,15.0,0.0,,,,,,,,3.528,,,,,30.0,3.528,3.528,3.528,1,62.363077911698205
9255002066120020,9,25,50,2,6612,20,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,9,5.0,4.0,9.0,5.0,4.0,,,,,,,,2.0,,4,62.3716586432399,1,1.0,,0,61,4,1,0,0,0,1.5,1,2,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,2.0,20.0,6.0,0.94,0.94,0.94,0.94,,20.0,37.0,210.0,19.0,2.0,20.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,150.0,2.0,150.0,2.0,,,150.0,2.0,1,0.0,,,1.0,1.0,5.0,4.0,1.0,5.0,2.0,,,,,,,,9.0,1,0.94,0.94,1.0,1.0,507.0,,507.0,,2.0,,4.0,1.90909090909091,0.0,,,,,,,,0.94,,,,,1.90909090909091,,0.94,0.94,1,69.5820828936677
9195302047640001,9,19,53,2,4764,1,0,,,,,,,,,,,,,,,,3.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,62.39636213658171,1,1.0,,1,63,3,1,1,0,0,3.0,1,4,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,0,1.0,9.0,20.0,12.0,1.99,1.99,1.99,1.99,,60.0,37.0,200.0,19.0,6.0,60.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.99,100.0,,,,,,1,0,,,,,,,1,1000.0,2.0,,,,,,,1,0.0,,,1.0,,,,1.0,5.0,2.0,,,,,,,,,1,1.99,1.99,9.0,1.0,507.0,,507.0,,2.0,,4.0,5.454545454545452,0.0,,,,,,,,1.99,,,,,10.909090909090905,1.99,1.99,1.99,1,94.06486754258543
9055003002620026,9,5,50,3,262,26,0,,,,,,,,,,,,,,,,8.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,62.7331839818145,1,1.0,,0,84,3,7,1,0,0,8.0,1,5,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,0,1.0,1.0,20.0,4.0,2.0,2.0,2.0,2.0,,70.0,38.0,210.0,19.0,6.0,70.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,24.0,3.0,,,,,,,1,0.0,,,1.0,3.0,5.0,1.0,1.5,5.0,4.0,3.0,5.0,4.0,,,,,3.0,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,6.68181818181818,0.0,,,,,,,,2.0,,,,,26.72727272727268,,2.0,2.0,1,198.275906457635
9255002066120012,9,25,50,2,6612,12,0,,,,,,,,,,,,,,,,0.75,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,62.876271831484004,1,1.0,,0,71,4,1,0,0,0,0.75,1,1,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,507,1,,1,1.0,1.0,20.0,4.0,0.7,0.7,0.7,0.7,,22.0,37.0,240.0,19.0,1.0,22.0,37.0,240.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,50.0,2.0,,,15.0,2.0,1,0.0,,,1.0,0.5,5.0,2.0,0.5,5.0,2.0,0.5,5.0,2.0,,,,,,1,0.5,0.5,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.4,0.0,,,,,,,,0.7,,,,,2.4,,0.7,0.7,1,43.949959065017396
9085202011770002,9,8,52,2,1177,2,0,,,,,,,,,,,,,,,,2.0,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,62.9371383835065,1,1.0,,1,48,4,1,0,0,0,2.0,1,3,3,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2,1,507,1,,1,1.0,12.0,19.0,5.0,0.5,0.5,0.5,0.5,,20.0,37.0,220.0,19.0,6.0,20.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,75.0,2.0,,,,,1,0.0,,,1.0,2.5,5.0,3.0,,,,,,,,,,1.0,3.0,1,0.5,0.5,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.0,0.0,,,,,,,,0.5,,,,,2.0,,0.5,0.5,1,49.7237240652561
12085102110820004,12,8,51,2,11082,4,0,,,,,,,,,,,,,,,,5.0,11,10.0,1.0,1.0,,1.0,,,,10.0,10.0,,,2.0,,4,62.9411696324697,1,1.0,,1,40,3,7,1,0,0,5.0,1,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,2.0,1.0,20.0,5.0,5.0,5.0,5.0,5.0,,75.0,37.0,240.0,19.0,6.0,75.0,37.0,240.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,5.0,5.0,2.0,5.0,5.0,2.0,,,,,,,5.0,,1,5.0,5.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,8.18181818181818,0.0,,,,,,,,,5.0,,,,8.18181818181818,,,5.0,1,61.65027676713451
9115402120050001,9,11,54,2,12005,1,0,,,,,,,,,,,,,,,,6.0,7,7.0,,3.0,3.0,,,,,4.0,4.0,,,2.0,,4,63.21072898316979,0,,0.5,1,69,4,1,0,0,0,6.0,1,5,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,2,507,1,,1,3.0,7.0,20.0,11.0,2.0,2.0,2.0,2.0,,100.0,37.0,220.0,19.0,6.0,100.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,550.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,5.0,0.5,5.0,2.0,,,,,,,,,1,2.0,2.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,10.0,0.0,,,,,,,,,,2.0,,,20.0,2.0,2.0,2.0,1,50.510521441615
9055003002620015,9,5,50,3,262,15,0,,,,,,,,,,,,,,,,4.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,63.2597513692585,0,,99.0,1,62,4,1,1,0,0,4.0,1,4,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,2.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,90.0,35.0,100.0,19.0,6.0,40.0,35.0,100.0,19.0,100.0,,50.0,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,8.0,3.0,,,,,1,0.0,,,1.0,3.0,5.0,1.0,,,,,,,,,,,,1,2.0,2.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,4.09090909090909,0.0,,,,,,,,,2.0,,,,1.81818181818182,,2.0,2.0,1,61.9782054388957
12085102119490010,12,8,51,2,11949,10,0,,,,,,,,,,,,,,,,0.7056,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,63.4533616143299,0,,99.0,1,60,4,1,0,0,0,1.0,2,1,3,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,2.0,7.0,20.0,10.0,1.0,0.7056,1.0,0.7056,,30.0,37.0,220.0,19.0,6.0,25.0,37.0,220.0,19.0,100.0,,5.0,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1.0,3.0,,,,,,,1,0.0,,,1.0,0.5,5.0,5.0,,,,,,,,,,,,1,1.0,0.7056,7.0,1.0,507.0,,507.0,,2.0,,4.0,3.0,0.0,,,,,,,,,0.7056,,,,2.5,,0.7056,0.7056,1,63.4533616143299
7025602017970010,7,2,56,2,1797,10,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,5,5.0,,2.0,2.0,,,,,3.0,3.0,,,2.0,,4,63.556479944075,0,,2.0,1,69,4,1,0,0,0,6.0,1,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2,507,1,,1,2.0,6.0,20.0,10.0,6.0,6.0,6.0,6.0,,400.0,35.0,100.0,19.0,6.0,400.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,0.0,,5.0,2.0,5.0,2.0,,,1,0.0,,,1.0,10.0,5.0,2.0,15.0,5.0,2.0,5.0,5.0,2.0,,,,3.0,1.0,0,,,,,,,507.0,,2.0,,4.0,18.181818181818198,0.0,,,,,,,,,6.0,,,,36.363636363636395,6.0,6.0,6.0,1,63.556479944075
9065202063020008,9,6,52,2,6302,8,0,,,,,,,,,,,,,,,,2.8365,7,7.0,,1.0,1.0,,,,,6.0,6.0,,,2.0,,4,63.622730404323214,1,1.0,,0,66,2,1,0,0,1,4.02,2,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,5.0,20.0,9.0,4.0,2.8224,4.0,2.8224,,120.0,37.0,240.0,19.0,6.0,120.0,37.0,240.0,19.0,100.0,0.0,,,,,,,,,0,0,2,1,2.8224,100.0,,,,,,1,0,,,,,,,1,1200.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,2.0,4.0,5.0,2.0,,,,,,,3.0,,1,4.0,2.8224,5.0,1.0,507.0,,507.0,,2.0,,4.0,13.090909090909099,0.0,,,,,,,,2.8224,,,,,27.2727272727273,2.8224,2.8224,2.8224,1,61.8607536440625
9115402129580002,9,11,54,2,12958,2,0,,,,,,,,,,,,,,,,4.5,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,63.8702534375703,1,1.0,,1,52,4,1,0,0,0,4.5,1,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,4.0,20.0,8.0,1.25,1.25,1.25,1.25,,100.0,37.0,215.0,19.0,6.0,100.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.25,100.0,,,,,,1,0,,,,,,,1,2337.0,2.0,,,,,,,1,0.0,,,1.0,3.0,5.0,2.0,2.0,2.0,2.0,,,,,,,,,1,1.25,1.25,4.0,1.0,507.0,,507.0,,2.0,,4.0,9.77272727272727,0.0,,,,,,,,1.25,,,,,36.13636363636367,1.25,1.25,1.25,1,60.1252778275051
9115402124970003,9,11,54,2,12497,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,5,5.0,,2.0,2.0,,,,,3.0,3.0,,,2.0,,4,63.9339924327596,1,1.0,,1,67,4,7,1,0,0,9.0,1,5,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,507,1,,1,3.0,7.0,20.0,10.0,8.8,8.8,8.8,8.8,,600.0,37.0,220.0,19.0,6.0,600.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,8.8,100.0,,,,,,1,0,,,,,,,1,30.0,3.0,30.0,3.0,,,,,1,0.0,,,1.0,30.0,5.0,4.0,10.0,5.0,5.0,,,,,,,3.0,,1,5.0,5.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,60.0,0.0,,,,,,,,,,8.8,,,60.0,8.8,8.8,8.8,1,60.54304336919751
13145302189440017,13,14,53,2,18944,17,0,,,,,,,,,,,,,,,,1.41,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,63.9552543113457,1,1.0,,1,54,4,1,0,0,0,1.41,1,2,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,507,1,,1,1.0,8.0,20.0,12.0,1.41,1.41,1.41,1.41,,128.0,35.0,100.0,19.0,2.0,128.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,1.41,100.0,,,,,,1,0,,,,,,,1,10.0,3.0,5.0,3.0,,,,,1,0.0,,,1.0,,,,1.0,5.0,1.0,,,,,,,,,0,,,,,,,507.0,,2.0,,4.0,5.81818181818182,0.0,,,,,,,,1.41,,,,,11.18181818181818,1.41,1.41,1.41,1,63.9552543113457
9065302059970009,9,6,53,2,5997,9,0,,,,,,,,,,,,,,,,0.3528,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,64.0072426078524,1,1.0,,1,47,4,1,0,0,0,0.5,2,1,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,507,1,,1,1.0,5.0,20.0,9.0,0.25,0.1764,0.25,0.1764,,12.0,37.0,200.0,19.0,6.0,12.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,0.1764,100.0,,,,,,1,0,,,,,,,1,50.0,2.0,25.0,2.0,,,,,1,0.0,,,1.0,0.3,5.0,2.0,0.2,5.0,1.0,,,,,,,,,1,0.25,0.1764,1.0,1.0,507.0,,507.0,,2.0,,4.0,1.09090909090909,0.0,,,,,,,,0.1764,,,,,1.09090909090909,0.1764,0.1764,0.1764,1,103.045651218097
9115402120050008,9,11,54,2,12005,8,0,,,,,,,,,,,,,,,,7.0,6,6.0,,1.0,1.0,,,,,5.0,5.0,,,2.0,,4,64.2310257756404,0,,0.5,1,45,4,1,0,0,0,7.0,1,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,4.0,20.0,9.0,4.0,4.0,4.0,4.0,,200.0,37.0,215.0,19.0,3.0,200.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,2,1,4.0,100.0,,,,,,1,0,,,,,,,1,1000.0,2.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,7.0,5.0,2.0,,,,,,,5.0,,1,4.0,4.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,19.5454545454545,0.0,,,,,,,,4.0,,,,,19.5454545454545,4.0,4.0,4.0,1,64.2310257756404
9065202065770020,9,6,52,2,6577,20,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.4112,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,64.2318159900435,0,,6.0,1,99,4,1,0,0,0,2.0,2,2,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,6.0,20.0,10.0,2.0,1.4112,2.0,1.4112,,75.0,37.0,220.0,19.0,2.0,75.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.4112,100.0,,,,,,1,0,,,,,,,1,400.0,2.0,150.0,2.0,,,150.0,2.0,1,0.0,,,1.0,1.5,5.0,4.0,0.5,2.0,4.0,,,,,,,3.0,1.0,1,2.0,1.4112,10.0,1.0,507.0,,507.0,,2.0,,4.0,7.5,0.0,,,,,,,,1.4112,,,,,15.5,1.4112,1.4112,1.4112,1,64.2318159900435
9205502094640010,9,20,55,2,9464,10,0,,,,,,,,,,,,,,,,3.75,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,64.319018858987,0,,99.0,1,54,4,3,0,1,1,3.75,1,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,507,1,,1,1.0,7.0,20.0,11.0,3.75,3.75,3.75,3.75,,24.0,37.0,225.0,19.0,2.0,24.0,37.0,225.0,19.0,100.0,,,,,,,,,,0,0,2,1,3.75,100.0,,,,,,1,0,,,,,,,1,320.0,2.0,360.0,2.0,,,,,1,0.0,,,1.0,24.0,5.0,4.0,24.0,5.0,2.0,,,,,,,,,1,3.75,3.75,1.0,1.0,507.0,,507.0,,2.0,,4.0,2.45454545454545,0.0,,,,,,,,3.75,,,,,2.45454545454545,3.75,3.75,3.75,1,64.319018858987
9135002039110001,9,13,50,2,3911,1,0,,,,,,,,,,,,,,,,2.0,6,6.0,,1.0,1.0,,,,,5.0,5.0,,,2.0,,4,64.4576788426932,0,,0.5,1,58,3,1,0,0,0,2.0,1,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,507,1,,0,1.0,4.0,20.0,7.0,2.0,2.0,2.0,2.0,,40.0,38.0,250.0,19.0,5.0,40.0,38.0,250.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,,,100.0,2.0,,,,,1,0.0,,,1.0,,,,4.0,5.0,2.0,,,,,,,5.0,,1,2.0,2.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,4.5454545454545485,0.0,,,,,,,,2.0,,,,,4.5454545454545485,2.0,2.0,2.0,1,64.4576788426932
9025002070680004,9,2,50,2,7068,4,0,,,,,,,,,,,,,,,,2.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,64.6026644753657,1,1.0,,1,68,3,1,0,0,0,2.0,1,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,4.0,20.0,9.0,1.98,1.98,1.98,1.98,,65.0,37.0,210.0,19.0,6.0,55.0,37.0,210.0,19.0,100.0,,10.0,,,,,,,,0,0,1,1,1.98,100.0,,,,,,1,0,,,,,,,1,,,12.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,1.0,5.0,3.0,,,,,,,,,1,1.98,1.98,4.0,1.0,507.0,,507.0,,2.0,,4.0,6.204545454545452,0.0,,,,,,,,1.98,,,,,5.25,1.98,1.98,1.98,1,64.51458559245711
12015402126120007,12,1,54,2,12612,7,0,,,,,,,,,,,,,,,,10.0,3,2.0,1.0,3.0,2.0,1.0,,,,,,,,2.0,,4,64.739332170079,1,1.0,,0,56,3,1,1,1,1,10.0,1,6,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,3.0,20.0,6.0,9.9,9.9,9.9,9.9,,198.0,37.0,220.0,19.0,2.0,198.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,800.0,2.0,,,,,,,1,0.0,,,1.0,5.0,5.0,1.0,2.0,5.0,2.0,,,,,,,,2.0,1,9.9,9.9,4.0,1.0,507.0,,507.0,,2.0,,4.0,19.8,0.0,,,,,,,,9.9,,,,,19.8,,9.9,9.9,1,63.858921389024715
9255002066120003,9,25,50,2,6612,3,0,,,,,,,,,,,,,,,,0.7056,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,64.7950694689544,1,1.0,,0,70,4,1,0,0,0,1.0,2,1,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,2.0,20.0,6.0,0.98,0.6915,0.98,0.6915,,20.0,37.0,200.0,19.0,6.0,20.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,4.0,1.0,5.0,2.0,,,,,,,,,0,,,,,,,507.0,,2.0,,4.0,1.81818181818182,0.0,,,,,,,,0.6915,,,,,1.81818181818182,,0.6915,0.6915,1,62.8715029013675
9065402055150009,9,6,54,2,5515,9,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.528,11,11.0,,1.0,1.0,,,,,10.0,10.0,,,2.0,,4,64.8488778367905,0,,0.2,1,62,3,1,0,0,0,5.0,2,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,4.99,3.5209,4.99,3.5209,,180.0,37.0,220.0,19.0,6.0,180.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,3.5209,100.0,,,,,,1,0,,,,,,,1,500.0,2.0,500.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,2.0,5.0,5.0,2.0,,,,,,,10.0,,1,4.99,3.5209,5.0,1.0,507.0,,507.0,,2.0,,4.0,18.0,0.0,,,,,,,,3.5209,,,,,18.0,3.5209,3.5209,3.5209,1,64.82215029144689
9065202067580007,9,6,52,2,6758,7,0,,,,,,,,,,,,,,,,4.5864,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,64.9133739651838,1,1.0,,1,48,4,1,0,0,0,6.5,2,4,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2,507,1,,1,1.0,5.0,20.0,9.0,4.5,3.1752,4.5,3.1752,,200.0,37.0,250.0,19.0,2.0,200.0,37.0,250.0,19.0,100.0,,,,,,,,,,0,0,2,1,3.1752,100.0,,,,,,1,0,,,,,,,1,500.0,2.0,250.0,2.0,150.0,2.0,,,1,0.0,,,1.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,,,,3.0,,1,4.5,3.1752,5.0,1.0,507.0,,507.0,,2.0,,4.0,22.7272727272727,0.0,,,,,,,,3.1752,,,,,46.5909090909091,3.1752,3.1752,3.1752,1,68.728041513845
