Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin_cultivo
5025002000870002,5,2,50,2,87,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,35.75,33,33.0,,,,,8.0,8.0,,25.0,25.0,,1.0,,,4,15.4106359149509,0,,2.0,1,56,4,1,1,1,1,35.75,1,7,3,0.0,1.0,,,1.0,2,2,407,1,,15.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,6000.0,16.0,45.0,3.0,2.0,6000.0,16.0,45.0,3.0,,100.0,,,,,,,,,0,0,1,5.0,5.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,3.25,5.0,1.0,3.25,5.0,1.0,,,,,,,,,,407,1.0,,,4,122.727272727273,122.727272727273,0.0,,,,,,,,15,,5.0,,,5.0,,,5.0,,5.0,1,19.8032601990583
5025002000870002,5,2,50,2,87,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,35.75,33,33.0,,,,,8.0,8.0,,25.0,25.0,,1.0,,,4,15.4106359149509,0,,2.0,1,56,4,1,1,1,1,35.75,1,7,3,0.0,1.0,,,1.0,3,3,407,1,,15.0,3.0,3.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,,12000.0,16.0,45.0,3.0,2.0,12000.0,16.0,45.0,3.0,,100.0,,,,,,,,,0,0,1,10.0,10.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,6.5,5.0,1.0,6.5,5.0,1.0,,,,,,,,,,407,1.0,,,4,245.45454545454498,245.45454545454498,0.0,,,,,,,,15,,10.0,,,10.0,,,10.0,,10.0,1,12.4806603036402
5025002000870002,5,2,50,2,87,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,35.75,33,33.0,,,,,8.0,8.0,,25.0,25.0,,1.0,,,4,15.4106359149509,0,,2.0,1,56,4,1,1,1,1,35.75,1,7,3,0.0,1.0,,,1.0,4,4,407,1,,15.0,3.0,3.0,2.0,20.0,20.0,20.0,20.0,20.0,20.0,,24000.0,16.0,45.0,3.0,2.0,24000.0,16.0,45.0,3.0,,100.0,,,,,,,,,0,0,1,20.0,20.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,13.0,5.0,1.0,13.0,5.0,1.0,,,,,,,,,,407,1.0,,,4,490.9090909090911,490.9090909090911,0.0,,,,,,,,15,,20.0,,,20.0,,,20.0,,20.0,1,11.326524807730598
9115102138240015,9,11,51,2,13824,15,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,7,7.0,,3.0,3.0,,,,,4.0,4.0,,,2.0,,4,15.5602743124445,0,,2.0,1,56,4,1,0,0,0,5.0,1,5,3,1.0,1.0,,,1.0,2,2,407,1,,5.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1000.0,16.0,46.0,3.0,7.0,1000.0,16.0,46.0,3.0,0.0,100.0,,,,,,,,,0,0,1,2.0,2.0,100.0,,,,,,1,0,,,,,,,1,600.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,15.0,5.0,3.0,4.0,5.0,4.0,,,,,,,4.0,,,407,,2.0,,4,20.9090909090909,20.9090909090909,0.0,,,,,,,,5,2.0,,,2.0,,,,2.0,2.0,2.0,1,8.158720346111199
12115002012230001,12,11,50,2,1223,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.83,131,66.0,65.0,1.0,1.0,,130.0,65.0,65.0,,,,,2.0,,4,15.8111752731656,0,,198.0,1,66,4,3,0,1,1,100.83,1,9,4,0.0,0.0,,,0.0,1,1,407,1,,20.0,2.4,2.7,1.0,100.83,100.83,100.83,100.83,100.83,100.83,,273354.0,16.0,42.0,3.0,7.0,253106.0,16.0,42.0,3.0,,100.0,,,,20248.0,,,,,0,0,1,100.83,100.83,,100.0,,,,,1,0,,,,,,,1,,,212100.0,2.0,,,,,1,1.0,101.0,5.0,1.0,1635.6,5.0,3.0,1680.0,5.0,3.0,848.0,5.0,3.0,,,,,,,407,,2.0,,4,5218.57636363636,4832.02363636364,0.0,,,,,,,,20,,,100.83,100.83,,,,100.83,100.83,100.83,1,15.8111752731656
9115102139290002,9,11,51,2,13929,2,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,87.0,41,41.0,,1.0,1.0,,40.0,40.0,,,,,,2.0,,4,16.1458107563803,0,,99.0,1,55,4,3,1,0,0,87.0,1,8,3,1.0,1.0,,,0.0,1,1,407,1,,20.0,2.0,2.0,1.0,28.99,28.99,28.99,28.99,28.99,28.99,,10000.0,16.0,46.5,3.0,7.0,10000.0,16.0,46.5,3.0,100.0,,,,,,,,,,1,1,1,28.99,28.99,,,100.0,,,,1,0,,,,,,,1,2250.0,2.0,,,,,,,1,0.0,,,1.0,50.0,5.0,2.0,25.0,5.0,2.0,,,,,,,,,,407,,2.0,,4,211.363636363636,211.363636363636,0.0,,,,,,,,20,,,28.99,28.99,,,,28.99,28.99,28.99,1,42.37988364907039
9115102139290002,9,11,51,2,13929,2,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,87.0,41,41.0,,1.0,1.0,,40.0,40.0,,,,,,2.0,,4,16.1458107563803,0,,99.0,1,55,4,3,1,0,0,87.0,1,8,3,1.0,1.0,,,0.0,2,2,407,1,,20.0,2.0,2.0,1.0,3.8,3.8,3.8,3.8,3.8,3.8,,2500.0,16.0,46.5,3.0,7.0,2500.0,16.0,46.5,3.0,100.0,,,,,,,,,,1,1,1,3.8,3.8,,,100.0,,,,1,0,,,,,,,1,400.0,2.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,2.0,5.0,2.0,,,,,,,,,,407,,2.0,,4,52.8409090909091,52.8409090909091,0.0,,,,,,,,20,,,3.8,3.8,,,,3.8,3.8,3.8,1,40.6386424242707
9125002087370003,9,12,50,2,8737,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,25.75,9,9.0,,1.0,1.0,,,,,8.0,8.0,,,2.0,,4,16.1730920460201,0,,99.0,1,72,4,1,0,0,0,25.75,1,7,4,1.0,1.0,,,0.0,1,1,407,1,,30.0,2.8,2.4,1.0,25.75,25.75,25.75,25.75,25.75,25.75,,38400.0,16.0,41.5,3.0,5.0,36000.0,16.0,41.5,3.0,100.0,,,,,,,2400.0,,,0,0,1,25.75,25.75,,100.0,,,,,1,0,,,,,,,1,39.0,3.0,39.0,3.0,,,,,1,0.0,,,1.0,39.0,5.0,3.0,,,,,,,,,,8.0,,,407,,2.0,,4,724.363636363636,679.090909090909,0.0,,,,,,,,30,,,25.75,25.75,,,,25.75,25.75,25.75,1,16.1730920460201
7065402000050002,7,6,54,2,5,2,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,16.2987683717244,1,1.0,,1,70,4,1,0,0,0,8.0,1,5,4,0.0,1.0,,,0.0,2,2,407,1,,15.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,5000.0,16.0,45.0,3.0,7.0,5000.0,16.0,45.0,3.0,100.0,,,,,,,,,,0,0,1,3.0,3.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,,407,,2.0,,4,102.272727272727,102.272727272727,0.0,,,,,,,,15,,3.0,,3.0,,,,3.0,,3.0,1,8.6362545581675
7015202011520001,7,1,52,2,1152,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,143.0,151,121.0,30.0,1.0,1.0,,150.0,120.0,30.0,,,,,2.0,,4,16.7047532267514,0,,30.0,1,55,4,3,0,1,1,143.0,1,9,3,0.0,1.0,,,0.0,1,1,407,1,,50.0,2.0,2.0,1.0,42.5,42.5,42.5,42.5,42.5,42.5,,95000.0,16.0,41.0,3.0,7.0,95000.0,16.0,41.0,3.0,,100.0,,,,,,,,,0,0,1,42.5,42.5,,100.0,,,,,1,0,,,,,,,1,900.0,3.0,,,,,,,1,0.0,,,1.0,,,,,,,400.0,5.0,2.0,,,,,,,407,,2.0,,4,1770.4545454545498,1770.4545454545498,0.0,,,,,,,,50,,,42.5,42.5,,,,42.5,42.5,42.5,1,1.5294337984220299
7015202011520001,7,1,52,2,1152,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,143.0,151,121.0,30.0,1.0,1.0,,150.0,120.0,30.0,,,,,2.0,,4,16.7047532267514,0,,30.0,1,55,4,3,0,1,1,143.0,1,9,3,0.0,1.0,,,0.0,2,2,407,1,,50.0,2.0,2.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,225000.0,16.0,41.0,3.0,7.0,225000.0,16.0,41.0,3.0,,100.0,,,,,,,,,0,0,1,100.0,100.0,,100.0,,,,,1,0,,,,,,,1,2400.0,3.0,,,,,,,1,0.0,,,1.0,,,,,,,1000.0,5.0,2.0,,,,,,,407,,2.0,,4,4193.18181818182,4193.18181818182,0.0,,,,,,,,50,,,100.0,100.0,,,,100.0,100.0,100.0,1,23.1187233835113
9225103009760015,9,22,51,3,976,15,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,80.0,22,22.0,,1.0,1.0,,1.0,1.0,,20.0,20.0,,,2.0,,4,17.2399093467166,0,,99.0,1,62,4,3,0,0,0,80.0,1,8,4,0.0,0.0,,,0.0,1,1,407,1,,2.0,3.0,3.0,1.0,79.0,79.0,79.0,79.0,79.0,79.0,,70310.0,16.0,43.0,3.0,7.0,70110.0,16.0,43.0,3.0,100.0,,,,200.0,,,,,,0,0,1,79.0,79.0,100.0,,,,,,1,0,,,,,,,1,1500.0,2.0,1200.0,2.0,500.0,2.0,200.0,2.0,1,0.0,,,1.0,450.0,5.0,5.0,,,,180.0,5.0,5.0,,,,20.0,,,407,,2.0,,4,1374.24090909091,1370.33181818182,0.0,,,,,,,,2,79.0,,,79.0,,,,79.0,79.0,79.0,1,17.458136047307903
7065002005080003,7,6,50,2,508,3,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,42.0,10,10.0,,1.0,1.0,,9.0,9.0,,,,,,2.0,,4,17.6394206139482,0,,15.0,1,66,4,3,0,1,1,42.0,1,7,4,0.0,1.0,,,0.0,1,1,407,1,,30.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,,18000.0,16.0,49.0,3.0,7.0,18000.0,16.0,49.0,3.0,,100.0,,,,,,,,,0,0,1,7.0,7.0,,100.0,,,,,1,0,,,,,,,1,80.0,3.0,,,,,,,1,0.0,,,1.0,,,,,,,150.0,5.0,2.0,,,,,,,407,,2.0,,4,400.9090909090911,400.9090909090911,0.0,,,,,,,,30,,,7.0,,7.0,,,7.0,7.0,7.0,1,57.4419481528051
7065002005080003,7,6,50,2,508,3,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,42.0,10,10.0,,1.0,1.0,,9.0,9.0,,,,,,2.0,,4,17.6394206139482,0,,15.0,1,66,4,3,0,1,1,42.0,1,7,4,0.0,1.0,,,0.0,5,2,407,1,,30.0,2.0,2.0,2.0,4.6,4.6,4.6,4.6,4.6,4.6,,12500.0,16.0,49.0,3.0,7.0,12500.0,16.0,49.0,3.0,,100.0,,,,,,,,,0,0,1,4.6,4.6,,100.0,,,,,1,0,,,,,,,1,60.0,3.0,,,,,,,1,0.0,,,1.0,,,,,,,100.0,5.0,2.0,,,,,,,407,,2.0,,4,278.409090909091,278.409090909091,0.0,,,,,,,,30,,,4.6,,4.6,,,4.6,4.6,4.6,1,67.2334752287572
9115302143000001,9,11,53,2,14300,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,162.0,74,71.0,3.0,1.0,1.0,,53.0,50.0,3.0,20.0,20.0,,,2.0,,4,17.9074358232307,1,1.0,,1,99,4,7,0,0,0,162.0,1,9,6,1.0,1.0,,,1.0,3,3,407,1,,18.0,3.0,3.0,1.0,74.6,74.6,74.6,74.6,74.6,74.6,,210000.0,16.0,43.0,3.0,7.0,210000.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,74.6,74.6,,100.0,,,,,1,0,,,,,,,1,75.0,3.0,225.0,3.0,,,150.0,3.0,1,0.0,,,1.0,75.0,5.0,4.0,10.0,5.0,3.0,,,,,,,,,,407,,2.0,,4,4104.54545454546,4104.54545454546,0.0,,,,,,,,18,,74.6,,74.6,,,,74.6,74.6,74.6,1,15.734465140801802
9115302143000001,9,11,53,2,14300,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,162.0,74,71.0,3.0,1.0,1.0,,53.0,50.0,3.0,20.0,20.0,,,2.0,,4,17.9074358232307,1,1.0,,1,99,4,7,0,0,0,162.0,1,9,6,1.0,1.0,,,1.0,4,4,407,1,,18.0,3.0,3.0,1.0,60.0,60.0,60.0,60.0,60.0,60.0,,180000.0,16.0,43.0,3.0,7.0,180000.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,60.0,60.0,,100.0,,,,,1,0,,,,,,,1,60.0,3.0,180.0,3.0,,,120.0,3.0,1,0.0,,,1.0,60.0,5.0,4.0,10.0,5.0,3.0,,,,,,,,,,407,,2.0,,4,3518.181818181821,3518.181818181821,0.0,,,,,,,,18,,60.0,,60.0,,,,60.0,60.0,60.0,1,5.66533837069682
7065002004950001,7,6,50,2,495,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,80.0,16,15.0,1.0,1.0,,1.0,15.0,15.0,,,,,,2.0,,4,18.19823926475389,0,,99.0,0,58,5,3,0,1,1,80.0,1,8,3,0.0,1.0,,,1.0,1,1,407,1,,35.0,2.0,2.0,1.0,79.5,79.5,79.5,79.5,79.5,79.5,,120000.0,16.0,45.0,3.0,7.0,120000.0,16.0,45.0,3.0,,100.0,,,,,,,,,0,1,1,79.5,79.5,,100.0,,,,,1,0,,,,,,,1,700.0,3.0,,,,,,,1,0.0,,,1.0,480.0,5.0,2.0,,,,600.0,5.0,3.0,,,,,,,407,,2.0,,4,2454.54545454545,2454.54545454545,0.0,,,,,,,,35,,,79.5,79.5,,,,79.5,79.5,79.5,1,18.031808596094198
9125002090680009,9,12,50,2,9068,9,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,48.0,49,39.0,10.0,1.0,1.0,,27.0,27.0,,21.0,11.0,10.0,,2.0,,4,18.2424629006124,0,,99.0,1,33,5,3,0,0,0,48.0,1,7,2,0.0,0.0,,,0.0,1,1,407,1,,30.0,2.6,2.6,1.0,47.0,47.0,47.0,47.0,47.0,47.0,,32534.0,16.0,46.0,3.0,2.0,29930.0,16.0,46.0,3.0,100.0,,2604.0,,,,,,,,0,0,1,47.0,47.0,,100.0,,,,,1,0,,,,,,,1,600.0,3.0,400.0,3.0,100.0,3.0,,,1,0.0,,,1.0,180.0,5.0,4.0,,,,1800.0,5.0,4.0,,,,,,,407,,2.0,,4,680.256363636364,625.8090909090911,0.0,,,,,,,,30,,,47.0,47.0,,,,47.0,47.0,47.0,1,18.630600409136104
9125002085900001,9,12,50,2,8590,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,16.5,9,9.0,,2.0,2.0,,,,,7.0,7.0,,,2.0,,4,18.572704003129,0,,30.0,1,52,4,3,0,0,0,16.5,1,6,3,0.0,0.0,,,0.0,1,1,407,1,,50.0,3.0,3.0,1.0,16.25,16.25,16.25,16.25,16.25,16.25,,35275.0,16.0,41.0,3.0,7.0,35275.0,16.0,41.0,3.0,100.0,,,,,,,,,,0,0,1,15.75,15.75,,,100.0,,,,1,0,,,,,,,1,,,2800.0,2.0,,,,,1,0.0,,,1.0,14.0,5.0,4.0,14.0,5.0,3.0,,,,,,,27.0,1.0,,407,,2.0,,4,657.397727272727,657.397727272727,0.0,,,,,,,,50,,,16.25,16.25,,,,16.25,16.25,16.25,1,17.7627507760797
12085102115980016,12,8,51,2,11598,16,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,47.0,14,14.0,,1.0,1.0,,3.0,3.0,,10.0,10.0,,,2.0,,4,19.2178960432378,1,1.0,,1,71,3,1,1,0,0,47.0,1,7,4,1.0,1.0,,0.0,0.0,1,1,407,1,,1.0,3.0,3.0,1.0,2.99,2.99,2.99,2.99,2.99,2.99,,9600.0,16.0,45.0,3.0,7.0,9360.0,16.0,45.0,3.0,,100.0,,,,240.0,,,,,0,0,1,2.99,2.99,,100.0,,,,,1,0,,,,,,,1,54.0,3.0,54.0,3.0,,,,,1,0.0,,,1.0,60.0,5.0,2.0,20.0,5.0,2.0,,,,,,,,,,407,,2.0,,4,196.363636363636,191.45454545454498,0.0,,,,,,,,1,2.99,,,2.99,,,,2.99,2.99,2.99,1,75.87500219503299
12135002029720001,12,13,50,2,2972,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,125.75,97,77.0,20.0,1.0,1.0,,96.0,76.0,20.0,,,,,2.0,,4,19.3234761300031,0,,99.0,1,56,4,3,0,1,1,125.75,1,9,3,0.0,0.0,,,0.0,1,1,407,1,,20.0,2.7,2.4,2.0,40.0,40.0,40.0,40.0,40.0,40.0,,134000.0,16.0,42.0,3.0,1.0,100768.0,16.0,42.0,3.0,,100.0,,,,33232.0,,,,,0,0,1,40.0,40.0,,100.0,,,,,1,0,,,,,,,1,54240.0,2.0,,,,,,,1,0.0,,,1.0,229.7,2.0,5.0,,,,2200.0,5.0,3.0,,,,,,,407,,2.0,,4,2558.1818181818203,1923.75272727273,0.0,,,,,,,,20,,,40.0,,40.0,,,40.0,40.0,40.0,1,21.9502237848798
12135002029720001,12,13,50,2,2972,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,125.75,97,77.0,20.0,1.0,1.0,,96.0,76.0,20.0,,,,,2.0,,4,19.3234761300031,0,,99.0,1,56,4,3,0,1,1,125.75,1,9,3,0.0,0.0,,,0.0,2,2,407,1,,20.0,2.7,2.4,2.0,40.0,40.0,40.0,40.0,40.0,40.0,,134000.0,16.0,42.0,3.0,1.0,134000.0,16.0,42.0,3.0,,100.0,,,,,,,,,0,0,1,40.0,40.0,,100.0,,,,,1,0,,,,,,,1,64240.0,2.0,,,,,,,1,0.0,,,1.0,229.7,2.0,5.0,,,,2200.0,5.0,3.0,,,,,,,407,,2.0,,4,2558.1818181818203,2558.1818181818203,0.0,,,,,,,,20,,,40.0,,40.0,,,40.0,40.0,40.0,1,19.2158515907607
12135002029720001,12,13,50,2,2972,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,125.75,97,77.0,20.0,1.0,1.0,,96.0,76.0,20.0,,,,,2.0,,4,19.3234761300031,0,,99.0,1,56,4,3,0,1,1,125.75,1,9,3,0.0,0.0,,,0.0,3,3,407,1,,20.0,2.7,2.4,2.0,44.0,44.0,44.0,44.0,44.0,44.0,,147400.0,16.0,42.0,3.0,1.0,147400.0,16.0,42.0,3.0,,100.0,,,,,,,,,0,0,1,44.0,44.0,,100.0,,,,,1,0,,,,,,,1,64240.0,2.0,,,,,,,1,0.0,,,1.0,252.7,2.0,5.0,,,,2420.0,5.0,3.0,,,,,,,407,,2.0,,4,2814.0,2814.0,0.0,,,,,,,,20,,,44.0,,44.0,,,44.0,44.0,44.0,1,15.929874637831302
7015002010200001,7,1,50,2,1020,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,6.0,3,3.0,,,,,,,,3.0,3.0,,,2.0,,4,19.987933132364,0,,0.1,1,81,4,1,0,1,1,6.0,1,5,5,0.0,1.0,,,0.0,2,1,407,1,,2.0,1.5,1.5,2.0,5.99,5.99,5.99,5.99,5.99,5.99,,14400.0,16.0,43.0,3.0,7.0,14400.0,16.0,43.0,3.0,100.0,,,,,,,,,,0,0,1,5.99,5.99,,100.0,,,,,1,0,,,,,,,1,,,,,,,24.0,3.0,0,0.0,,,0.0,,,,,,,,,,,,,3.0,,,407,,2.0,,4,281.454545454545,281.454545454545,0.0,,,,,,,,2,5.99,,,,5.99,,,5.99,5.99,,1,19.295149885794398
5025002000850004,5,2,50,2,85,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,8.0,29,26.0,3.0,1.0,1.0,,3.0,3.0,,25.0,22.0,3.0,1.0,,,4,20.3460318636705,0,,60.0,1,50,4,3,0,1,1,8.0,1,5,3,0.0,1.0,,,0.0,1,1,407,1,,11.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,9600.0,16.0,45.0,3.0,1.0,9600.0,16.0,45.0,3.0,0.0,100.0,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,5.0,5.0,4.0,5.0,5.0,2.0,,,,,,,25.0,1.0,,407,1.0,,,4,196.363636363636,196.363636363636,0.0,,,,,,,,11,,5.0,,,5.0,,,,,5.0,1,22.9208841475556
5025002000850004,5,2,50,2,85,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,8.0,29,26.0,3.0,1.0,1.0,,3.0,3.0,,25.0,22.0,3.0,1.0,,,4,20.3460318636705,0,,60.0,1,50,4,3,0,1,1,8.0,1,5,3,0.0,1.0,,,0.0,2,2,407,1,,11.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,5760.0,16.0,45.0,3.0,1.0,5760.0,16.0,45.0,3.0,,100.0,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,3.0,5.0,4.0,3.0,5.0,2.0,,,,,,,,,,407,1.0,,,4,117.818181818182,117.818181818182,0.0,,,,,,,,11,,3.0,,,3.0,,,,,3.0,1,16.0546113905288
1065201252140003,1,6,52,1,25214,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KIT ALIMENTICIO,1.0,1.0,1.0,21.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,,,4,20.4838438827685,1,1.0,,1,62,4,7,0,0,0,21.0,1,7,4,0.0,0.0,,0.0,0.0,2,1,407,1,,99.0,3.0,3.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,30.0,35.0,100.0,3.0,1.0,,,,,,,30.0,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,1.0,,407,1.0,,,4,1.3636363636363602,,0.5,0.5,0.5,,,,,,1,1.5,,,1.5,,,,,,,1,16.248156680493
9115102139290001,9,11,51,2,13929,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,38.0,14,14.0,,1.0,1.0,,13.0,13.0,,,,,,2.0,,4,21.579171052465306,1,1.0,,1,55,4,3,1,0,0,38.0,1,7,3,1.0,1.0,,,0.0,1,1,407,1,,3.0,2.5,2.5,1.0,38.0,38.0,38.0,38.0,38.0,38.0,,18000.0,16.0,46.5,3.0,7.0,18000.0,16.0,46.5,3.0,0.0,100.0,,,,,,,,,1,1,1,38.0,38.0,,,100.0,,,,1,0,,,,,,,1,28900.0,2.0,,,,,,,1,0.0,,,1.0,200.0,5.0,2.0,38.0,5.0,2.0,,,,,,,,,,407,,2.0,,4,380.454545454545,380.454545454545,0.0,,,,,,,,3,38.0,,,38.0,,,,38.0,38.0,38.0,1,21.1264736115632
